ENA|ORXJ01009545|ORXJ01009545.1,0,9074,UniRef50_UPI000427E3F7,1038,5403	ENA|ORXJ01009545|ORXJ01009545.1,0,9074,UniRef50_UPI000427E3F7,1038,5403
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OXAX01000028|OXAX01000028.1,0,69632,UniRef50_A0A413K8X0,33614,37352
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OLOB01000029|OLOB01000029.1,0,72185,UniRef50_A0A413K8X0,36167,39905
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ913981.29435,0,72970,UniRef50_A0A413K8X0,36952,40690
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|UYDI01000033|UYDI01000033.1,38415,144149,UniRef50_A0A413K8X0,70695,74433
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ916216.38010,0,107752,UniRef50_A0A413K8X0,28512,32250
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OWBQ01000129|OWBQ01000129.1,20052,91457,UniRef50_A0A413K8X0,52333,56071
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OKSE01000008|OKSE01000008.1,45972,114117,UniRef50_A0A413K8X0,78253,81991
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ920122.38926,4178,40312,UniRef50_A0A413K8X0,36459,40197
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ917501.33606,28716,79627,UniRef50_A0A413K8X0,60997,64735
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|UZLL01000281|UZLL01000281.1,0,44913,UniRef50_A0A413K8X0,1214,4952
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|UZMB01000005|UZMB01000005.1,0,82816,UniRef50_A0A413K8X0,46796,50534
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ917654.86839,2439,132200,UniRef50_A0A413K8X0,96180,99918
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|UZSN01000043|UZSN01000043.1,0,78099,UniRef50_A0A413K8X0,42201,45939
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ925535.18540,25105,99381,UniRef50_A0A413K8X0,57264,61002
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ914120.18413,2826,39322,UniRef50_A0A413K8X0,35106,38844
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ925488.95583,0,36299,UniRef50_A0A413K8X0,401,4139
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ914322.18414,0,47402,UniRef50_A0A413K8X0,11383,15121
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OWSB01000108|OWSB01000108.1,25033,99307,UniRef50_A0A413K8X0,57192,60930
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OHCE01000016|OHCE01000016.1,14648,111579,UniRef50_A0A413K8X0,75560,79298
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OHRD01000015|OHRD01000015.1,99831,196762,UniRef50_A0A413K8X0,160743,164481
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OHJJ01000005|OHJJ01000005.1,143600,240531,UniRef50_A0A413K8X0,175880,179618
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OHJG01000036|OHJG01000036.1,0,88549,UniRef50_A0A413K8X0,52530,56268
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ914314.21359,0,88598,UniRef50_A0A413K8X0,52579,56317
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|UZPP01000008|UZPP01000008.1,0,88959,UniRef50_A0A413K8X0,53061,56799
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ917559.57067,25105,120786,UniRef50_A0A413K8X0,57264,61002
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ915963.43496,25105,114286,UniRef50_A0A413K8X0,57264,61002
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ917481.19874,25105,115643,UniRef50_A0A413K8X0,57264,61002
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OHZL01000001|OHZL01000001.1,0,69725,UniRef50_A0A413K8X0,33707,37445
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OWQZ01000250|OWQZ01000250.1,0,65669,UniRef50_A0A413K8X0,34707,38445
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OWWL01000129|OWWL01000129.1,0,42774,UniRef50_A0A413K8X0,22313,26051
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|UPEP01000002|UPEP01000002.1,222438,292711,UniRef50_A0A413K8X0,254713,258451
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ914889.48851,0,69634,UniRef50_A0A413K8X0,33620,37358
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ917748.3175,0,36530,UniRef50_A0A413K8X0,515,4253
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|UPRA01000006|UPRA01000006.1,0,70599,UniRef50_A0A413K8X0,34582,38320
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ914941.12434,0,70404,UniRef50_A0A413K8X0,34390,38128
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|UPCY01000008|UPCY01000008.1,222567,292903,UniRef50_A0A413K8X0,254842,258580
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ917340.8581,39146,109549,UniRef50_A0A413K8X0,71421,75159
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	Ga0168738_100121,39004,109294,UniRef50_A0A413K8X0,71279,75017
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ915393.6421,28169,98805,UniRef50_A0A413K8X0,60447,64185
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|UPFA01000052|UPFA01000052.1,26904,96322,UniRef50_A0A413K8X0,59179,62917
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OVYM01000001|OVYM01000001.1,15702,205601,UniRef50_A0A413K8X0,169586,173324
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|UZVM01000005|UZVM01000005.1,0,124893,UniRef50_A0A413K8X0,88879,92617
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	Ga0168681_100068,28347,156193,UniRef50_A0A413K8X0,60622,64360
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	Ga0244122_100002,39084,145129,UniRef50_A0A413K8X0,71360,75098
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|ULTV01009791|ULTV01009791.1,0,68935,UniRef50_A0A413K8X0,32916,36654
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OYWB01000564|OYWB01000564.1,0,13185,UniRef50_A0A413K8X0,428,4166
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ916417.12636,24580,134389,UniRef50_A0A413K8X0,56860,60598
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OGRI01000010|OGRI01000010.1,0,73146,UniRef50_A0A413K8X0,37128,40866
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OXGJ01000001|OXGJ01000001.1,0,73244,UniRef50_A0A413K8X0,37226,40964
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ857767.17,166479,239514,UniRef50_A0A413K8X0,198758,202496
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ917975.73770,0,73180,UniRef50_A0A413K8X0,37162,40900
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OKXB01000210|OKXB01000210.1,0,36335,UniRef50_A0A413K8X0,317,4055
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ918207.12727,36886,83992,UniRef50_A0A413K8X0,69165,72903
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ826483.5,298466,345506,UniRef50_A0A413K8X0,330745,334483
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ918266.122133,26975,100146,UniRef50_A0A413K8X0,59254,62992
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	Ga0169633_100191,0,68278,UniRef50_A0A413K8X0,27389,31127
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ942191.77336,0,87087,UniRef50_A0A413K8X0,55991,59729
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ909725.23141,0,99136,UniRef50_A0A413K8X0,63118,66856
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OLNG01000112|OLNG01000112.1,0,87409,UniRef50_A0A413K8X0,20058,23796
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ825896.6,0,93647,UniRef50_A0A413K8X0,57629,61367
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ827025.2,240421,338160,UniRef50_A0A413K8X0,272700,276438
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ918260.87616,0,97619,UniRef50_A0A413K8X0,61601,65339
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ914656.15095,26976,125314,UniRef50_A0A413K8X0,59255,62993
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ918887.89333,0,97749,UniRef50_A0A413K8X0,61731,65469
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ857998.12,165143,261986,UniRef50_A0A413K8X0,197422,201160
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ918095.10703,26975,124768,UniRef50_A0A413K8X0,59253,62991
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ827512.7,227801,321079,UniRef50_A0A413K8X0,260080,263818
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ918552.60224,0,73218,UniRef50_A0A413K8X0,37200,40938
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ918351.59985,10561,61472,UniRef50_A0A413K8X0,25454,29192
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	Ga0245195_100010,2620,136229,UniRef50_A0A413K8X0,100211,103949
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ925561.25373,0,70278,UniRef50_A0A413K8X0,34259,37997
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OGNQ01000062|OGNQ01000062.1,28161,99339,UniRef50_A0A413K8X0,60441,64179
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ941859.2055,0,36680,UniRef50_A0A413K8X0,661,4399
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|UEQA01000655|UEQA01000655.1,0,18324,UniRef50_A0A413K8X0,3845,7583
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ925127.51536,0,44586,UniRef50_A0A413K8X0,8524,12262
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ925208.48246,0,44650,UniRef50_A0A413K8X0,8526,12264
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|UZKZ01000043|UZKZ01000043.1,28028,112498,UniRef50_A0A413K8X0,60308,64046
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ918201.2565,26145,96507,UniRef50_A0A413K8X0,58423,62161
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ917464.33942,26731,97069,UniRef50_A0A413K8X0,59009,62747
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ918018.68959,27359,98256,UniRef50_A0A413K8X0,59637,63375
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ827526.398,11092,53357,UniRef50_A0A413K8X0,43370,47108
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ894014.282,0,33753,UniRef50_A0A413K8X0,15120,18858
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|UZPU01000001|UZPU01000001.1,2230,143960,UniRef50_A0A413K8X0,107943,111681
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ918974.5998,0,66691,UniRef50_A0A413K8X0,25532,29270
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ919097.7177,0,34810,UniRef50_A0A413K8X0,30637,34375
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ917322.31630,25820,62514,UniRef50_A0A413K8X0,58099,61837
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ914943.84704,25839,62444,UniRef50_A0A413K8X0,58119,61857
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ920149.41389,27922,78833,UniRef50_A0A413K8X0,60201,63939
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|UZQA01001024|UZQA01001024.1,0,13440,UniRef50_A0A413K8X0,8669,12407
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OHAN01000001|OHAN01000001.1,31623,82534,UniRef50_A0A413K8X0,46516,50254
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ917793.44229,25182,99416,UniRef50_A0A413K8X0,57462,61200
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OVYS01000029|OVYS01000029.1,0,81538,UniRef50_A0A413K8X0,45519,49257
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ919403.8076,18930,63243,UniRef50_A0A413K8X0,58889,62627
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OVGH01000018|OVGH01000018.1,105440,152777,UniRef50_A0A413K8X0,144283,148021
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OGEP01000005|OGEP01000005.1,274473,354641,UniRef50_A0A413K8X0,306753,310491
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|UPQA01000001|UPQA01000001.1,0,89311,UniRef50_A0A413K8X0,53292,57030
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OGXC01000056|OGXC01000056.1,18860,89941,UniRef50_A0A413K8X0,58819,62557
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ839489.81,18860,115044,UniRef50_A0A413K8X0,58819,62557
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OWRK01000004|OWRK01000004.1,0,83219,UniRef50_A0A413K8X0,47200,50938
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ920148.34583,18932,153306,UniRef50_A0A413K8X0,58891,62629
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ916001.35305,0,129834,UniRef50_A0A413K8X0,50065,53803
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ919152.27241,48143,142696,UniRef50_A0A413K8X0,107845,111583
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ920393.28755,18932,112472,UniRef50_A0A413K8X0,58891,62629
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ916035.38172,0,187802,UniRef50_A0A413K8X0,76031,79769
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ1106951.41,64467,134220,UniRef50_A0A413K8X0,96751,100489
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ919796.46961,11199,81313,UniRef50_A0A413K8X0,43479,47217
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|ORBW01000035|ORBW01000035.1,210094,278892,UniRef50_A0A413K8X0,242374,246112
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|ORCF01004391|ORCF01004391.1,0,15206,UniRef50_A0A413K8X0,745,4483
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|ULRV01071051|ULRV01071051.1,0,72196,UniRef50_A0A413K8X0,36177,39915
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ916155.59157,24656,97077,UniRef50_A0A413K8X0,56936,60674
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|UYEF01000064|UYEF01000064.1,0,85992,UniRef50_A0A413K8X0,49973,53711
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|UZSZ01000005|UZSZ01000005.1,226509,302908,UniRef50_A0A413K8X0,258787,262525
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ918007.75154,26413,101713,UniRef50_A0A413K8X0,58696,62434
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ917204.14857,0,69903,UniRef50_A0A413K8X0,33884,37622
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ917175.24975,24915,61688,UniRef50_A0A413K8X0,57193,60931
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OWFJ01000721|OWFJ01000721.1,0,36894,UniRef50_A0A413K8X0,2859,6597
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ920334.65571,78678,173780,UniRef50_A0A413K8X0,137761,141499
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|UZVV01000116|UZVV01000116.1,27638,97468,UniRef50_A0A413K8X0,59918,63656
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OXAS01000002|OXAS01000002.1,0,60780,UniRef50_A0A413K8X0,43565,47303
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ839741.99,24516,112498,UniRef50_A0A413K8X0,56796,60534
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ920267.66236,78678,173967,UniRef50_A0A413K8X0,137948,141686
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ913944.106686,24908,119036,UniRef50_A0A413K8X0,57188,60926
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ925192.40696,0,38179,UniRef50_A0A413K8X0,33383,37121
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|UZQF01000011|UZQF01000011.1,390,90273,UniRef50_A0A413K8X0,54255,57993
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ825944.434,0,64641,UniRef50_A0A413K8X0,28116,31854
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ826796.10,0,70113,UniRef50_A0A413K8X0,34094,37832
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ916254.68735,0,65193,UniRef50_A0A413K8X0,32812,36550
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OGRM01000333|OGRM01000333.1,2232,43998,UniRef50_A0A413K8X0,34512,38250
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|UXQX01000121|UXQX01000121.1,0,86214,UniRef50_A0A413K8X0,28695,32433
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ919132.18096,25604,97416,UniRef50_A0A413K8X0,57884,61622
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ838577.9,197658,268854,UniRef50_A0A413K8X0,229938,233676
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ920305.3220,0,36706,UniRef50_A0A413K8X0,687,4425
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OGYT01001342|OGYT01001342.1,0,16450,UniRef50_A0A413K8X0,2919,6657
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ920152.37229,197856,333576,UniRef50_A0A413K8X0,230136,233874
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ919449.17921,0,69845,UniRef50_A0A413K8X0,33827,37502
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ919439.22083,25233,96765,UniRef50_A0A413K8X0,57513,61251
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OWIO01002083|OWIO01002083.1,0,13898,UniRef50_A0A413K8X0,9379,13117
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ917590.11116,38607,115717,UniRef50_A0A413K8X0,70886,74624
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ919416.54075,0,36354,UniRef50_A0A413K8X0,336,4074
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ919276.14766,28416,79327,UniRef50_A0A413K8X0,60695,64433
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ925505.71358,0,49678,UniRef50_A0A413K8X0,13660,17398
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OWPB01000003|OWPB01000003.1,0,77404,UniRef50_A0A413K8X0,41386,45124
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ917656.46604,0,68497,UniRef50_A0A413K8X0,32477,36215
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ918838.83812,0,68605,UniRef50_A0A413K8X0,32588,36326
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|USWB01000002|USWB01000002.1,0,42074,UniRef50_A0A413K8X0,6057,9795
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OIEE01000056|OIEE01000056.1,0,39665,UniRef50_A0A413K8X0,3650,7388
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OBXI01000368|OBXI01000368.1,0,44740,UniRef50_A0A413K8X0,32576,36314
